"entrez" "genename" "PubMed" "scaledconnectivity"
"5650" 26578 "OSTF1" 33 0.160967289428855
"5651" 26580 "BSCL2" 72 0.326358411144136
"5652" 26586 "CKAP2" 39 0.0720764448218958
"5653" 26608 "TBL2" 40 0.283905390895331
"5654" 26750 "RPS6KC1" 16 0.166178769850696
"5655" 26751 "SH3YL1" 16 0.0715478035775549
"5656" 26953 "RANBP6" 16 0.0905665215369378
"5657" 26958 "COPG2" 43 0.0658152951779199
"5658" 26959 "HBP1" 43 0.16164168587528
"5659" 26960 "NBEA" 27 0.528635085223415
"5660" 26973 "CHORDC1" 29 0.0252794086788416
"5661" 26985 "AP3M1" 49 0.114962540773213
"5662" 26986 "PABPC1" 212 0.0559159648734078
"5663" 26993 "AKAP8L" 46 0.0602610383095929
"5664" 26994 "RNF11" 38 0.250744580939176
"5665" 26995 "TRUB2" 15 0.107686418785408
"5666" 26999 "CYFIP2" 50 0.403008037289517
"5667" 27000 "DNAJC2" 23 0.0677731862652858
"5668" 27005 "USP21" 29 0.0456362547253125
"5669" 27013 "C2orf24" 6 0.101454222377455
"5670" 27018 "NGFRAP1" 24 0.0641187926258871
"5671" 27020 "NPTN" 17 0.609996704483044
"5672" 27030 "MLH3" 46 0.00199137110129092
"5673" 27031 "NPHP3" 31 0.0264741591958615
"5674" 27032 "ATP2C1" 79 0.0769299461676289
"5675" 27034 "ACAD8" 19 0.0108841431681881
"5676" 27037 "TRMT2A" 24 0.0753867240868365
"5677" 27042 "C1orf107" 16 0.0317177461843304
"5678" 27043 "PELP1" 93 0.12005466699396
"5679" 27044 "SND1" 98 0.067726339814093
"5680" 27065 "D4S234E" 12 0.218860926874589
"5681" 27067 "STAU2" 27 0.42832890309349
"5682" 27068 "PPA2" 26 0.294973684067808
"5683" 27069 "GHITM" 25 0.323433194699281
"5684" 27072 "VPS41" 31 0.072417042600423
"5685" 27075 "TSPAN13" 19 0.0580288132149379
"5686" 27086 "FOXP1" 124 0.200426854686604
"5687" 27087 "B3GAT1" 53 0.161814703717484
"5688" 27089 "UQCRQ" 17 0.561064819295344
"5689" 27090 "ST6GALNAC4" 17 0.131576974443986
"5690" 27092 "CACNG4" 15 0.064700926996383
"5691" 27095 "TRAPPC3" 32 0.34109776262131
"5692" 27097 "TAF5L" 34 0.0635894607569648
"5693" 27101 "CACYBP" 54 0.153402720079962
"5694" 27102 "EIF2AK1" 32 0.0641633451812201
"5695" 27106 "ARRDC2" 8 0.0643885447983352
"5696" 27107 "ZBTB11" 11 0.136268308772986
"5697" 27111 "SDCBP2" 24 0.0380336645181196
"5698" 27115 "PDE7B" 21 0.0652453230763296
"5699" 27122 "DKK3" 106 0.226362171195873
"5700" 27125 "AFF4" 52 0.272514626163047
"5701" 27128 "CYTH4" 16 0.207784992005995
"5702" 27131 "SNX5" 37 0.118395869051635
"5703" 27143 "KIAA1274" 10 0.0796042029344896
"5704" 27147 "DENND2A" 9 0.0708723959333078
"5705" 27148 "STK36" 23 0.0671132082531624
"5706" 27153 "ZNF777" 4 0.0437605938150323
"5707" 27154 "BRPF3" 10 0.119294983078402
"5708" 27158 "NDOR1" 17 0.0613299525150473
"5709" 27164 "SALL3" 13 0.026105231888024
"5710" 27166 "PRELID1" 15 0.361737151756161
"5711" 27173 "SLC39A1" 37 0.389873682765325
"5712" 27175 "TUBG2" 21 0.201938130067094
"5713" 27181 "SIGLEC8" 25 0.0704908284750082
"5714" 27183 "VPS4A" 89 0.0772212933631023
"5715" 27185 "DISC1" 219 0.0328816710655395
"5716" 27229 "TUBGCP4" 34 0.221197722851286
"5717" 27230 "SERP1" 23 0.09636402039444
"5718" 27233 "SULT1C4" 14 0.0582025828010823
"5719" 27236 "ARFIP1" 19 0.205221346345651
"5720" 27238 "GPKOW" 25 0.0468673260442247
"5721" 27239 "GPR162" 6 0.143374232278478
"5722" 27242 "TNFRSF21" 37 0.044933873179513
"5723" 27243 "CHMP2A" 51 0.220184018716909
"5724" 27244 "SESN1" 19 0.0217944748968776
"5725" 27245 "AHDC1" 15 0.0324290655904896
"5726" 27247 "NFU1" 20 0.197342687231077
"5727" 27248 "ERLEC1" 31 0.0841882820135723
"5728" 27249 "MMADHC" 24 0.265640355883939
"5729" 27250 "PDCD4" 199 0.0803113950941571
"5730" 27252 "KLHL20" 27 0.126249893873579
"5731" 27253 "PCDH17" 30 0.112976481743129
"5732" 27254 "CSDC2" 15 0.059755610016699
"5733" 27257 "LSM1" 36 0.274230590915851
"5734" 27258 "LSM3" 32 0.33498463028243
"5735" 27289 "RND1" 30 0.276915454213748
"5736" 27292 "DIMT1L" 29 0.103581541913993
"5737" 27295 "PDLIM3" 24 0.123791022132869
"5738" 27297 "CRCP" 33 0.101765467269151
"5739" 27300 "ZNF544" 9 0.0838693108759839
"5740" 27309 "ZNF330" 13 0.179182052858287
"5741" 27315 "PGAP2" 12 0.0896749541464303
"5742" 27316 "RBMX" 101 0.0692209297188521
"5743" 27324 "TOX3" 60 0.0886011184922928
"5744" 27327 "TNRC6A" 69 0.124424727191447
"5745" 27328 "PCDH11X" 32 0.120010911278301
"5746" 27332 "ZNF638" 44 0.233459949681815
"5747" 27333 "GOLIM4" 22 0.060574370813215
"5748" 27335 "EIF3K" 42 0.304781857936823
"5749" 27336 "HTATSF1" 51 0.0903861728741445
"5750" 27338 "UBE2S" 47 0.121238820552846
"5751" 27339 "PRPF19" 97 0.170137682726893
"5752" 27340 "UTP20" 31 0.0606267847237953
"5753" 27341 "RRP7A" 21 0.0827594612499595
"5754" 27342 "RABGEF1" 50 0.0331536103999078
"5755" 27343 "POLL" 81 0.0949956718643588
"5756" 27344 "PCSK1N" 23 0.0636545430788661
"5757" 27345 "KCNMB4" 23 0.0396524766108557
"5758" 27346 "TMEM97" 20 0.0411871114524083
"5759" 27347 "STK39" 64 0.106345551742764
"5760" 27348 "TOR1B" 19 0.172759796215404
"5761" 27352 "SGSM3" 22 0.0868799579772124
"5762" 27429 "HTRA2" 127 0.178947260457942
"5763" 27430 "MAT2B" 50 0.0684943726946019
"5764" 27436 "EML4" 70 0.0785891735182885
"5765" 27439 "CECR6" 7 0.212478632183132
"5766" 27440 "CECR5" 9 0.0820559315486794
"5767" 27443 "CECR2" 16 0.187178834386327
"5768" 27445 "PCLO" 43 0.74644406947078
"5769" 28227 "PPP2R3B" 17 0.0589516469254161
"5770" 28232 "SLCO3A1" 24 0.0424047451449055
"5771" 28316 "CDH20" 8 0.132882708331095
"5772" 28511 "NKIRAS2" 11 0.123602666959048
"5773" 28512 "NKIRAS1" 15 0.40346688914641
"5774" 28514 "DLL1" 85 0.0138584162948333
"5775" 28951 "TRIB2" 48 0.0376785802965033
"5776" 28955 "DEXI" 11 0.0491713864208667
"5777" 28956 "ROBLD3" 20 0.394137880181177
"5778" 28957 "MRPS28" 29 0.145821600542295
"5779" 28958 "CCDC56" 14 0.264772740561525
"5780" 28959 "TMEM176B" 9 0.123690731589829
"5781" 28962 "OSTM1" 27 0.154622386913342
"5782" 28964 "GIT1" 78 0.251289391957652
"5783" 28969 "BZW2" 28 0.0783452227989069
"5784" 28970 "C11orf54" 16 0.0666932933609268
"5785" 28972 "SPCS1" 13 0.304267750407403
"5786" 28973 "MRPS18B" 32 0.121198596439327
"5787" 28974 "C19orf53" 10 0.469514377418799
"5788" 28976 "ACAD9" 30 0.0376243584511445
"5789" 28977 "MRPL42" 23 0.195198360110461
"5790" 28978 "TMEM14A" 10 0.0997701873522725
"5791" 28981 "IFT81" 16 0.0609131376191634
"5792" 28984 "C13orf15" 34 0.0223667692635666
"5793" 28985 "MCTS1" 29 0.0516143913417726
"5794" 28986 "MAGEH1" 20 0.0915597988939351
"5795" 28987 "NOB1" 44 0.0571198418078909
"5796" 28988 "DBNL" 47 0.155249374832821
"5797" 28989 "METTL11A" 24 0.18484219456162
"5798" 28991 "COMMD5" 17 0.198688971309033
"5799" 28996 "HIPK2" 145 0.151686207558953
"5800" 28998 "MRPL13" 23 0.384046222813341
"5801" 28999 "KLF15" 34 0.0496940884526334
"5802" 29015 "SLC43A3" 8 0.236901838155537
"5803" 29028 "ATAD2" 35 0.0620277536932959
"5804" 29035 "C16orf72" 11 0.0540555548660485
"5805" 29057 "FAM156A" 13 0.0412493803643595
"5806" 29058 "C20orf30" 13 0.352141651973082
"5807" 29062 "WDR91" 15 0.004525486703268
"5808" 29066 "ZC3H7A" 17 0.0900265134791494
"5809" 29068 "ZBTB44" 9 0.238673846760787
"5810" 29070 "CCDC113" 13 0.0219491376831479
"5811" 29072 "SETD2" 60 0.182856989718458
"5812" 29074 "MRPL18" 25 0.116295247123092
"5813" 29079 "MED4" 59 0.06337123395576
"5814" 29082 "CHMP4A" 44 0.144296362500545
"5815" 29085 "PHPT1" 39 0.34878655666598
"5816" 29086 "C19orf62" 54 0.219971627693008
"5817" 29087 "THYN1" 16 0.172843592531689
"5818" 29088 "MRPL15" 28 0.234761790603721
"5819" 29090 "C18orf55" 8 0.06354715027735
"5820" 29094 "HSPC159" 12 0.109293150685221
"5821" 29097 "CNIH4" 17 0.434185176919287
"5822" 29098 "RANGRF" 18 0.206170209206557
"5823" 29099 "COMMD9" 15 0.135294194141252
"5824" 29100 "TMEM208" 4 0.286135701633128
"5825" 29101 "SSU72" 20 0.16215144923577
"5826" 29102 "RNASEN" 121 0.21588316015458
"5827" 29103 "DNAJC15" 18 0.0472784643283054
"5828" 29105 "C16orf80" 17 0.0789847544696225
"5829" 29106 "SCG3" 26 0.0899584096151814
"5830" 29107 "NXT1" 27 0.472735372399514
"5831" 29108 "PYCARD" 114 0.238059602518985
"5832" 29109 "FHOD1" 48 0.131536569105086
"5833" 29114 "TAGLN3" 11 0.681865380928341
"5834" 29115 "SAP30BP" 32 0.0528658909983213
"5835" 29116 "MYLIP" 44 0.0274490243606228
"5836" 29117 "BRD7" 55 0.118004477778601
"5837" 29118 "DDX25" 13 0.125278864796304
"5838" 29121 "CLEC2D" 22 0.0772290089949359
"5839" 29123 "ANKRD11" 24 0.173261257961843
"5840" 29127 "RACGAP1" 106 0.108792239622092
"5841" 29128 "UHRF1" 133 0.0364020431498917
"5842" 29761 "USP25" 34 0.146741200476551
"5843" 29763 "PACSIN3" 39 0.0392377599936486
"5844" 29766 "TMOD3" 34 0.0810301402866248
"5845" 29767 "TMOD2" 15 0.380885753417856
"5846" 29780 "PARVB" 51 0.120980673574896
"5847" 29781 "NCAPH2" 24 0.0870043983452043
"5848" 29789 "OLA1" 46 0.0903180758958981
"5849" 29796 "UQCR10" 19 0.255393145813845
"5850" 29799 "YPEL1" 11 0.234678432840821
"5851" 29800 "ZDHHC1" 10 0.102026102660711
"5852" 29801 "ZDHHC8" 28 0.0404680499841733
"5853" 29803 "REPIN1" 28 0.0631407825860923
"5854" 29844 "TFPT" 25 0.107484569421319
"5855" 29855 "UBN1" 21 0.0616684414339183
"5856" 29880 "ALG5" 8 0.297042957146149
"5857" 29882 "ANAPC2" 80 0.0819430654524667
"5858" 29883 "CNOT7" 69 0.0748517775008213
"5859" 29887 "SNX10" 18 0.0931609626903184
"5860" 29888 "STRN4" 35 0.0384125350050024
"5861" 29889 "GNL2" 32 0.119559406767381
"5862" 29890 "RBM15B" 28 0.0371447422840788
"5863" 29894 "CPSF1" 48 0.0451350591321293
"5864" 29896 "TRA2A" 38 0.0438546661062498
"5865" 29899 "GPSM2" 38 0.0365944505422695
"5866" 29902 "C12orf24" 6 0.0575291695978907
"5867" 29903 "CCDC106" 11 0.0782857641121942
"5868" 29904 "EEF2K" 58 0.0269985841195491
"5869" 29907 "SNX15" 21 0.0470364407106479
"5870" 29911 "HOOK2" 22 0.0422209640439816
"5871" 29914 "UBIAD1" 35 0.0844078247497188
"5872" 29915 "HCFC2" 12 0.059051542966838
"5873" 29916 "SNX11" 10 0.280326620792801
"5874" 29920 "PYCR2" 26 0.0300763477629314
"5875" 29923 "C7orf68" 17 0.112421072839024
"5876" 29924 "EPN1" 64 0.0670260063194579
"5877" 29926 "GMPPA" 20 0.253792180964711
"5878" 29927 "SEC61A1" 55 0.194294536301031
"5879" 29928 "TIMM22" 12 0.166515520952525
"5880" 29937 "NENF" 11 0.308149922873886
"5881" 29940 "DSE" 25 0.151035407769743
"5882" 29944 "PNMA3" 8 0.605316603798524
"5883" 29945 "ANAPC4" 70 0.00374787819906901
"5884" 29946 "SERTAD3" 11 0.251412123832764
"5885" 29950 "SERTAD1" 28 0.194664689029812
"5886" 29952 "DPP7" 23 0.119191575797057
"5887" 29954 "POMT2" 28 0.0501320148460792
"5888" 29956 "LASS2" 45 0.10877401550174
"5889" 29959 "NRBP1" 34 0.125239655983087
"5890" 29960 "FTSJ2" 13 0.15033786289524
"5891" 29965 "C16orf5" 12 0.136342489497456
"5892" 29966 "STRN3" 40 0.0736240439730176
"5893" 29967 "LRP12" 13 0.0761236559727692
"5894" 29968 "PSAT1" 43 0.0300938918196883
"5895" 29969 "MDFIC" 20 0.0836582051391923
"5896" 29970 "SCHIP1" 20 0.0632371529423657
"5897" 29978 "UBQLN2" 68 0.301854166383652
"5898" 29979 "UBQLN1" 109 0.180703497646711
"5899" 29980 "DONSON" 13 0.0876140434506599
"5900" 29985 "SLC39A3" 14 0.131302527093575
"5901" 29990 "PILRB" 19 0.0371976575013633
"5902" 29993 "PACSIN1" 41 0.935521855236042
"5903" 29994 "BAZ2B" 16 0.147305134368045
"5904" 29995 "LMCD1" 20 0.0445557150516398
"5905" 29997 "GLTSCR2" 51 0.0630333961777211
"5906" 29998 "GLTSCR1" 14 0.0296009576486357
"5907" 30000 "TNPO2" 27 0.189108875660454
"5908" 30001 "ERO1L" 62 0.0489170473971906
"5909" 30008 "EFEMP2" 46 0.279517665013648
"5910" 30010 "NXPH1" 26 0.078636176758568
"5911" 30011 "SH3KBP1" 127 0.0497587936049984
"5912" 30061 "SLC40A1" 139 0.117887255934615
"5913" 30811 "HUNK" 17 0.0231487953978044
"5914" 30812 "SOX8" 23 0.144206217698277
"5915" 30815 "ST6GALNAC6" 10 0.332270881833688
"5916" 30818 "KCNIP3" 61 0.139496335393922
"5917" 30819 "KCNIP2" 45 0.0909174031922896
"5918" 30820 "KCNIP1" 33 0.00786044476251876
"5919" 30827 "CXXC1" 37 0.066069935821322
"5920" 30833 "NT5C" 20 0.208865105190767
"5921" 30836 "DNTTIP2" 22 0.109804067267502
"5922" 30844 "EHD4" 34 0.104666052310027
"5923" 30845 "EHD3" 29 0.366534397664995
"5924" 30846 "EHD2" 30 0.138445071500109
"5925" 30849 "PIK3R4" 34 0.140156963820221
"5926" 30850 "CDR2L" 4 0.060451905464062
"5927" 30851 "TAX1BP3" 33 0.125335457634481
"5928" 30968 "STOML2" 66 0.229511070049922
"5929" 49854 "ZNF295" 22 0.0433941833326598
"5930" 49855 "SCAPER" 13 0.335484799932076
"5931" 49856 "WDR8" 18 0.0992867128085429
"5932" 50484 "RRM2B" 63 0.0252734361524771
"5933" 50488 "MINK1" 33 0.172643567878091
"5934" 50509 "COL5A3" 14 0.037555011177377
"5935" 50512 "PODXL2" 13 0.130002904668061
"5936" 50515 "CHST11" 31 0.0278846865901832
"5937" 50614 "GALNT9" 8 0.23394303579413
"5938" 50618 "ITSN2" 48 0.129765076491755
"5939" 50619 "DEF6" 23 0.174572957854824
"5940" 50626 "CYHR1" 11 0.0677209821472335
"5941" 50628 "GEMIN4" 63 0.0521828699242567
"5942" 50632 "CALY" 17 0.761147807663205
"5943" 50640 "PNPLA8" 24 0.0196433606469658
"5944" 50649 "ARHGEF4" 24 0.13088340058051
"5945" 50650 "ARHGEF3" 33 0.0693115100467885
"5946" 50717 "DCAF8" 29 0.0718202870931601
"5947" 50804 "MYEF2" 28 0.0920763210454161
"5948" 50807 "ASAP1" 52 0.0685786652990623
"5949" 50808 "AK3" 21 0.0159701816959263
"5950" 50809 "HP1BP3" 37 0.0375135734638351
"5951" 50810 "HDGFRP3" 14 0.212907781050453
"5952" 50813 "COPS7A" 52 0.0690295408476282
"5953" 50814 "NSDHL" 36 0.026481397461626
"5954" 50848 "F11R" 116 0.117609452127096
"5955" 50854 "C6orf48" 13 0.0819724665686646
"5956" 50855 "PARD6A" 64 0.0910644328307247
"5957" 50859 "SPOCK3" 14 0.153279410881369
"5958" 50861 "STMN3" 25 0.287248769971461
"5959" 50862 "RNF141" 11 0.0851551420596373
"5960" 50863 "NTM" 30 0.123404558963575
"5961" 50865 "HEBP1" 17 0.120225570106659
"5962" 50937 "CDON" 25 0.0306890246826801
"5963" 50944 "SHANK1" 27 0.597267447553556
"5964" 50999 "TMED5" 14 0.186050624286453
"5965" 51006 "SLC35C2" 16 0.125824063037531
"5966" 51008 "ASCC1" 20 0.0613357153286189
"5967" 51009 "DERL2" 36 0.333772427454577
"5968" 51011 "FAHD2A" 9 0.0850203181954443
"5969" 51012 "SLMO2" 8 0.110648828820449
"5970" 51014 "TMED7" 18 0.128416135057294
"5971" 51019 "CCDC53" 20 0.0831392197302828
"5972" 51020 "HDDC2" 7 0.0578168109690103
"5973" 51021 "MRPS16" 24 0.0663792178694172
"5974" 51024 "FIS1" 58 0.251123018031425
"5975" 51026 "GOLT1B" 17 0.132623955534667
"5976" 51028 "VPS36" 34 0.185068621544994
"5977" 51029 "PPPDE1" 11 0.0186837570214533
"5978" 51031 "GLOD4" 19 0.0440160881779787
"5979" 51035 "UBXN1" 30 0.127811161994876
"5980" 51042 "ZNF593" 17 0.332952357913858
"5981" 51043 "ZBTB7B" 42 0.0779458679857404
"5982" 51046 "ST8SIA3" 9 0.431456364308703
"5983" 51053 "GMNN" 93 0.0238101408452591
"5984" 51056 "LAP3" 39 0.147370759882923
"5985" 51059 "FAM135B" 10 0.147762880074496
"5986" 51060 "TXNDC12" 25 0.388208114973766
"5987" 51061 "TXNDC11" 18 0.0889613567457691
"5988" 51062 "ATL1" 77 0.765044391382681
"5989" 51065 "RPS27L" 21 0.154115667882608
"5990" 51068 "NMD3" 22 0.0780242689932237
"5991" 51069 "MRPL2" 20 0.250614925673322
"5992" 51070 "NOSIP" 25 0.247210417015373
"5993" 51071 "DERA" 16 0.155688710652625
"5994" 51073 "MRPL4" 28 0.226796238721945
"5995" 51075 "TMX2" 12 0.0771793003117519
"5996" 51076 "CUTC" 17 0.0436038106938293
"5997" 51077 "FCF1" 14 0.112010622221437
"5998" 51078 "THAP4" 16 0.0764028988746889
"5999" 51079 "NDUFA13" 82 0.350880656045272
"6000" 51081 "MRPS7" 38 0.255725005583852
"6001" 51082 "POLR1D" 40 0.197900090552097
"6002" 51084 "CRYL1" 13 0.0346522179505217
"6003" 51085 "MLXIPL" 87 0.0502908685966137
"6004" 51088 "KLHL5" 13 0.0441626519086055
"6005" 51090 "PLLP" 13 0.077816366340632
"6006" 51092 "SIDT2" 12 0.0631087345405465
"6007" 51093 "C1orf66" 6 0.0621954497992909
"6008" 51094 "ADIPOR1" 196 0.0369091461823161
"6009" 51096 "UTP18" 24 0.174744090160521
"6010" 51097 "SCCPDH" 18 0.07740678240994
"6011" 51098 "IFT52" 10 0.233645404059079
"6012" 51099 "ABHD5" 38 0.097168458731889
"6013" 51100 "SH3GLB1" 58 0.157635163447855
"6014" 51101 "FAM164A" 15 0.11533584579928
"6015" 51102 "MECR" 16 0.0948169136768856
"6016" 51104 "FAM108B1" 6 0.0925670648053694
"6017" 51105 "PHF20L1" 18 0.0924158508789925
"6018" 51107 "APH1A" 63 0.294505633364639
"6019" 51108 "METTL9" 12 0.149011267880206
"6020" 51109 "RDH11" 27 0.00935503223839967
"6021" 51111 "SUV420H1" 21 0.166906376750859
"6022" 51112 "TTC15" 14 0.0655313208354893
"6023" 51114 "ZDHHC9" 21 0.0419104344660668
"6024" 51115 "FAM82B" 15 0.0316035413907999
"6025" 51116 "MRPS2" 22 0.105071429829078
"6026" 51117 "COQ4" 17 0.134323759010664
"6027" 51118 "UTP11L" 18 0.193262024766317
"6028" 51119 "SBDS" 62 0.0634439891684841
"6029" 51122 "COMMD2" 16 0.122987715988839
"6030" 51123 "ZNF706" 9 0.0265955164751261
"6031" 51124 "IER3IP1" 20 0.184675006706757
"6032" 51125 "GOLGA7" 14 0.137520156694659
"6033" 51126 "NAA20" 17 0.261182582467774
"6034" 51128 "SAR1B" 22 0.222950406772679
"6035" 51129 "ANGPTL4" 141 0.0712831483122335
"6036" 51130 "ASB3" 20 0.0305122049192257
"6037" 51131 "PHF11" 33 0.17369944109332
"6038" 51132 "RLIM" 38 0.175117028558294
"6039" 51133 "KCTD3" 20 0.0849127653344832
"6040" 51135 "IRAK4" 125 0.236873944144462
"6041" 51138 "COPS4" 80 0.218043833809884
"6042" 51141 "INSIG2" 88 0.0895369409434239
"6043" 51142 "CHCHD2" 24 0.0268760162336312
"6044" 51143 "DYNC1LI1" 38 0.174435220102193
"6045" 51144 "HSD17B12" 46 0.0164254511813785
"6046" 51147 "ING4" 84 0.113898065283548
"6047" 51148 "CERCAM" 7 0.0802531985197358
"6048" 51150 "SDF4" 38 0.301142248372578
"6049" 51154 "MRTO4" 33 0.200955398032825
"6050" 51155 "HN1" 17 0.0996771499445023
"6051" 51157 "ZNF580" 13 0.0947127979918414
"6052" 51160 "VPS28" 63 0.181707232521765
"6053" 51161 "C3orf18" 5 0.0693358019848483
"6054" 51162 "EGFL7" 50 0.127747519136641
"6055" 51164 "DCTN4" 22 0.046450410368222
"6056" 51170 "HSD17B11" 22 0.122594976290521
"6057" 51171 "HSD17B14" 14 0.0378957100352166
"6058" 51176 "LEF1" 193 0.0787113208160154
"6059" 51177 "PLEKHO1" 33 0.141550716483361
"6060" 51181 "DCXR" 34 0.131577704931978
"6061" 51185 "CRBN" 49 0.06770394275787
"6062" 51186 "WBP5" 8 0.136301995501366
"6063" 51187 "RSL24D1" 21 0.130769643156737
"6064" 51191 "HERC5" 37 0.0646425666073899
"6065" 51192 "CKLF" 20 0.466489269762128
"6066" 51193 "ZNF639" 15 0.0562075365416395
"6067" 51194 "IPO11" 30 0.0408144688816302
"6068" 51195 "RAPGEFL1" 6 0.629835379894979
"6069" 51196 "PLCE1" 117 0.0325066802689845
"6070" 51199 "NIN" 51 0.137105832087074
"6071" 51201 "ZDHHC2" 17 0.0292996694366584
"6072" 51202 "DDX47" 45 0.212943418461162
"6073" 51203 "NUSAP1" 30 0.121670917129935
"6074" 51218 "GLRX5" 17 0.0630097750066064
"6075" 51222 "ZNF219" 18 0.0544842363383866
"6076" 51225 "ABI3" 20 0.19257277392755
"6077" 51228 "GLTP" 30 0.0737646352993496
"6078" 51230 "PHF20" 31 0.192491848099536
"6079" 51231 "VRK3" 15 0.167414344743963
"6080" 51232 "CRIM1" 25 0.0624983089586413
"6081" 51234 "TMEM85" 13 0.221394465637904
"6082" 51236 "C8orf30A" 18 0.0787627702480573
"6083" 51241 "COX16" 10 0.145272377461937
"6084" 51244 "C3orf19" 11 0.084703512724363
"6085" 51246 "SHISA5" 14 0.176736149427517
"6086" 51247 "PAIP2" 30 0.0489704116709348
"6087" 51248 "PDZD11" 20 0.284711659966933
"6088" 51249 "TMEM69" 5 0.135837873469215
"6089" 51251 "NT5C3" 35 0.0587261349134365
"6090" 51253 "MRPL37" 29 0.219395069691092
"6091" 51255 "RNF181" 17 0.458292196448737
"6092" 51257 "MARCH2" 16 0.164183643725782
"6093" 51258 "MRPL51" 15 0.168483697184188
"6094" 51259 "TMEM216" 15 0.112574847436486
"6095" 51263 "MRPL30" 17 0.0464451564689672
"6096" 51264 "MRPL27" 20 0.319827945726499
"6097" 51268 "PIPOX" 12 0.0769639843080841
"6098" 51271 "UBAP1" 35 0.042543088920788
"6099" 51272 "BET1L" 28 0.0753578817847808
"6100" 51274 "KLF3" 29 0.061227990476015
"6101" 51275 "C12orf47" 2 0.178110754732565
"6102" 51278 "IER5" 16 0.0968948936274111
"6103" 51279 "C1RL" 18 0.17825361700943
"6104" 51280 "GOLM1" 81 0.0514140068854273
"6105" 51282 "SCAND1" 19 0.247200577820768
"6106" 51283 "BFAR" 12 0.174873720615765
"6107" 51284 "TLR7" 248 0.136942678155152
"6108" 51285 "RASL12" 7 0.00950325724445368
"6109" 51286 "CEND1" 10 0.3543207098583
"6110" 51287 "CHCHD8" 7 0.254372838603114
"6111" 51291 "GMIP" 15 0.105624830538319
"6112" 51292 "GMPR2" 17 0.0213801286954987
"6113" 51293 "CD320" 28 0.20095543923752
"6114" 51294 "PCDH12" 13 0.0782031739481526
"6115" 51295 "ECSIT" 23 0.113372949395012
"6116" 51296 "SLC15A3" 9 0.144688801237422
"6117" 51299 "NRN1" 14 0.191390356288738
"6118" 51300 "C3orf1" 31 0.151550808483285
"6119" 51304 "ZDHHC3" 19 0.0278303433905498
"6120" 51306 "FAM13B" 11 0.271995180303532
"6121" 51307 "FAM53C" 15 0.0616509360337541
"6122" 51308 "REEP2" 18 0.0954226528644167
"6123" 51309 "ARMCX1" 14 0.0649264060652737
"6124" 51310 "SLC22A17" 15 0.179193329786094
"6125" 51312 "SLC25A37" 17 0.0710251125061519
"6126" 51313 "FAM198B" 9 0.0364457607305297
"6127" 51315 "KRCC1" 7 0.145567981561376
"6128" 51317 "PHF21A" 29 0.15316622329926
"6129" 51318 "MRPL35" 14 0.124486455541232
"6130" 51320 "MEX3C" 19 0.0820817729243496
"6131" 51321 "AMZ2" 11 0.0967011996492237
"6132" 51322 "WAC" 35 0.257239184827438
"6133" 51324 "SPG21" 20 0.195073267420582
"6134" 51329 "ARL6IP4" 20 0.243099371042916
"6135" 51330 "TNFRSF12A" 86 0.184374406089351
"6136" 51335 "NGRN" 9 0.196420890928091
"6137" 51337 "C8orf55" 13 0.0409784383089532
"6138" 51338 "MS4A4A" 9 0.141339573172955
"6139" 51340 "CRNKL1" 29 0.053681718106466
"6140" 51341 "ZBTB7A" 70 0.45197633511731
"6141" 51343 "FZR1" 158 0.0331418651040357
"6142" 51347 "TAOK3" 18 0.128598418323536
"6143" 51351 "ZNF117" 7 0.0353123562035702
"6144" 51360 "MBTPS2" 24 0.0691148814214485
"6145" 51362 "CDC40" 27 0.195147492829858
"6146" 51363 "CHST15" 17 0.0792449074983411
"6147" 51366 "UBR5" 94 0.15268299816606
"6148" 51367 "POP5" 16 0.339051501889781
"6149" 51368 "TEX264" 15 0.182624461207876
"6150" 51371 "POMP" 31 0.294890759226563
"6151" 51372 "CCDC72" 10 0.235358999733357
"6152" 51374 "C2orf28" 16 0.539067435784202
"6153" 51375 "SNX7" 16 0.120510410155581
"6154" 51380 "CSAD" 12 0.0391565964918588
"6155" 51382 "ATP6V1D" 37 0.25951475161705
"6156" 51385 "ZNF589" 5 0.0688720613822346
"6157" 51386 "EIF3L" 55 0.0865163996787309
"6158" 51389 "RWDD1" 14 0.138682721079786
"6159" 51390 "AIG1" 14 0.127209314082804
"6160" 51398 "C19orf56" 7 0.387483572205506
"6161" 51399 "TRAPPC4" 21 0.153334064390645
"6162" 51400 "PPME1" 26 0.296599693367606
"6163" 51406 "NOL7" 26 0.0537204423618909
"6164" 51409 "HEMK1" 7 0.0738422102002299
"6165" 51411 "BIN2" 10 0.162458355016922
"6166" 51412 "ACTL6B" 29 0.210242598772234
"6167" 51421 "AMOTL2" 33 0.0936174129779048
"6168" 51422 "PRKAG2" 96 0.0485819148116184
"6169" 51427 "ZNF107" 7 0.030378331971734
"6170" 51428 "DDX41" 35 0.0566789944904276
"6171" 51429 "SNX9" 59 0.0839672604774036
"6172" 51430 "C1orf9" 8 0.0484471955951366
"6173" 51433 "ANAPC5" 69 0.0892492924893471
"6174" 51434 "ANAPC7" 83 0.134925854543916
"6175" 51435 "SCARA3" 21 0.00401265819166553
"6176" 51439 "FAM8A1" 10 0.0257014035764315
"6177" 51440 "HPCAL4" 19 0.723354933533017
"6178" 51441 "YTHDF2" 41 0.118575442982227
