"entrez" "genename" "PubMed" "scaledconnectivity"
"572" 1404 "HAPLN1" 38 0.0572930327568249
"573" 1407 "CRY1" 78 0.0954580809348184
"574" 1408 "CRY2" 86 0.247954308903106
"575" 1410 "CRYAB" 281 0.0220173647038557
"576" 1428 "CRYM" 36 0.665335013761225
"577" 1429 "CRYZ" 28 0.109914561026055
"578" 1431 "CS" 46 0.0505423142632741
"579" 1432 "MAPK14" 1144 0.0260603882976954
"580" 1434 "CSE1L" 92 0.0642975588755838
"581" 1435 "CSF1" 202 0.068000679884315
"582" 1436 "CSF1R" 173 0.118565815430988
"583" 1438 "CSF2RA" 65 0.0934836057973441
"584" 1441 "CSF3R" 106 0.163924407054468
"585" 1445 "CSK" 217 0.0932589425727263
"586" 1452 "CSNK1A1" 124 0.112078904205234
"587" 1453 "CSNK1D" 103 0.0211202339709795
"588" 1454 "CSNK1E" 138 0.138330019341266
"589" 1455 "CSNK1G2" 25 0.0610137789495615
"590" 1456 "CSNK1G3" 22 0.0318216280248856
"591" 1457 "CSNK2A1" 636 0.105451505764107
"592" 1460 "CSNK2B" 240 0.19966480437782
"593" 1462 "VCAN" 149 0.0745159777403263
"594" 1463 "NCAN" 36 0.0329137487367482
"595" 1464 "CSPG4" 75 0.00809801040160427
"596" 1465 "CSRP1" 37 0.0511091293835868
"597" 1466 "CSRP2" 20 0.0999694622787542
"598" 1471 "CST3" 413 0.0634296503298839
"599" 1476 "CSTB" 94 0.255956429667436
"600" 1479 "CSTF3" 42 0.0518470352665272
"601" 1486 "CTBS" 13 0.24343240496258
"602" 1487 "CTBP1" 168 0.0409074126212611
"603" 1488 "CTBP2" 112 0.0924041458001505
"604" 1490 "CTGF" 428 0.0248376654889451
"605" 1495 "CTNNA1" 150 0.126646327437036
"606" 1496 "CTNNA2" 42 0.149883781042403
"607" 1497 "CTNS" 55 0.18074597187315
"608" 1499 "CTNNB1" 1932 0.0845907867704804
"609" 1500 "CTNND1" 236 0.0781025953279161
"610" 1501 "CTNND2" 62 0.065613514360062
"611" 1503 "CTPS" 49 0.0791480976145238
"612" 1508 "CTSB" 287 0.177658130812693
"613" 1509 "CTSD" 265 0.111592737384317
"614" 1512 "CTSH" 66 0.0211120974948425
"615" 1513 "CTSK" 148 0.085423068798043
"616" 1514 "CTSL1" 192 0.119794836343958
"617" 1519 "CTSO" 11 0.0360989454619656
"618" 1520 "CTSS" 130 0.233513477629073
"619" 1522 "CTSZ" 44 0.162512944630775
"620" 1523 "CUX1" 97 0.0430815259909293
"621" 1524 "CX3CR1" 255 0.06925329433385
"622" 1528 "CYB5A" 63 0.171205224859358
"623" 1534 "CYB561" 18 0.115049515227078
"624" 1535 "CYBA" 285 0.282069753154143
"625" 1536 "CYBB" 246 0.168120659906944
"626" 1537 "CYC1" 47 0.169494385305365
"627" 1540 "CYLD" 170 0.141745376647171
"628" 1545 "CYP1B1" 470 0.0321273884680415
"629" 1573 "CYP2J2" 94 0.0134430521551034
"630" 1593 "CYP27A1" 75 0.0774666614324153
"631" 1595 "CYP51A1" 33 0.00434821491596233
"632" 1601 "DAB2" 114 0.0930440369625225
"633" 1603 "DAD1" 28 0.22909230978287
"634" 1605 "DAG1" 120 0.0297438735892433
"635" 1607 "DGKB" 31 0.192362993097382
"636" 1608 "DGKG" 25 0.057638377766824
"637" 1609 "DGKQ" 26 0.279336172200988
"638" 1611 "DAP" 19 0.244658306642257
"639" 1612 "DAPK1" 196 0.080475482658613
"640" 1613 "DAPK3" 47 0.0648210327005158
"641" 1615 "DARS" 56 0.0376540840051336
"642" 1616 "DAXX" 233 0.115702081975396
"643" 1620 "DBC1" 40 0.224785715819564
"644" 1622 "DBI" 64 0.142650835793591
"645" 1627 "DBN1" 79 0.0539605141239261
"646" 1628 "DBP" 56 0.0535805346368216
"647" 1629 "DBT" 56 0.038623161815664
"648" 1632 "DCI" 16 0.236395030936133
"649" 1633 "DCK" 90 0.0995531649685236
"650" 1634 "DCN" 196 0.0536725958020082
"651" 1635 "DCTD" 18 0.290086062559139
"652" 1636 "ACE" 2298 0.0563309925504619
"653" 1639 "DCTN1" 157 0.476366631456155
"654" 1641 "DCX" 88 0.0773231676776933
"655" 1642 "DDB1" 274 0.0872459790475864
"656" 1645 "AKR1C1" 69 0.0023620708996348
"657" 1647 "GADD45A" 157 0.102733323559079
"658" 1649 "DDIT3" 196 0.00663782594763616
"659" 1650 "DDOST" 47 0.37382943277602
"660" 1652 "DDT" 28 0.181427731322871
"661" 1653 "DDX1" 94 0.00876139222322024
"662" 1654 "DDX3X" 185 0.0708333294233882
"663" 1655 "DDX5" 189 0.0367714038843157
"664" 1656 "DDX6" 94 0.144600808558241
"665" 1657 "DMXL1" 13 0.247806092662469
"666" 1659 "DHX8" 32 0.0519631832533528
"667" 1660 "DHX9" 189 0.101032934728628
"668" 1663 "DDX11" 31 0.0361424271370335
"669" 1665 "DHX15" 78 0.0938270347651187
"670" 1666 "DECR1" 42 0.111722669545389
"671" 1676 "DFFA" 65 0.0390316153027154
"672" 1687 "DFNA5" 41 0.118366802218557
"673" 1716 "DGUOK" 42 0.331674009432335
"674" 1717 "DHCR7" 99 0.0137453301909712
"675" 1718 "DHCR24" 58 0.129651456330506
"676" 1719 "DHFR" 150 0.0580037684797623
"677" 1725 "DHPS" 40 0.105345874164203
"678" 1727 "CYB5R3" 85 0.017136660682501
"679" 1728 "NQO1" 493 0.0713857143161652
"680" 1729 "DIAPH1" 82 0.0471569061480868
"681" 1734 "DIO2" 108 0.0607613812080522
"682" 1736 "DKC1" 132 0.0961010024444119
"683" 1737 "DLAT" 50 0.0375864266241363
"684" 1738 "DLD" 66 0.0231806291478166
"685" 1739 "DLG1" 183 0.0935580193902063
"686" 1740 "DLG2" 67 0.477254066994726
"687" 1741 "DLG3" 65 0.613587258943729
"688" 1742 "DLG4" 190 0.860797814224334
"689" 1743 "DLST" 48 0.0534243995733021
"690" 1756 "DMD" 388 0.0373643251221319
"691" 1759 "DNM1" 151 0.914948710988717
"692" 1760 "DMPK" 137 0.0380191446168852
"693" 1762 "DMWD" 21 0.0614162911394046
"694" 1770 "DNAH9" 20 0.0423796929782286
"695" 1777 "DNASE2" 36 0.154030076105109
"696" 1778 "DYNC1H1" 138 0.332674475407722
"697" 1780 "DYNC1I1" 53 0.671393054689886
"698" 1781 "DYNC1I2" 53 0.102516845410959
"699" 1783 "DYNC1LI2" 30 0.0892654893594652
"700" 1785 "DNM2" 187 0.0851578131362549
"701" 1786 "DNMT1" 432 0.0512394448759125
"702" 1788 "DNMT3A" 248 0.0423643878086413
"703" 1793 "DOCK1" 77 0.100829353380138
"704" 1794 "DOCK2" 46 0.159431615937542
"705" 1795 "DOCK3" 27 0.731702469630094
"706" 1796 "DOK1" 89 0.230498435435324
"707" 1797 "DOM3Z" 19 0.0677583247432104
"708" 1798 "DPAGT1" 38 0.154792345075223
"709" 1801 "DPH1" 21 0.0513445096234159
"710" 1802 "DPH2" 16 0.0998200913042028
"711" 1804 "DPP6" 56 0.132540384363392
"712" 1806 "DPYD" 190 0.189635802586298
"713" 1808 "DPYSL2" 98 0.0700974879910088
"714" 1809 "DPYSL3" 39 0.0708600928468296
"715" 1810 "DR1" 39 0.126264588554457
"716" 1819 "DRG2" 26 0.0479097382718819
"717" 1821 "DRP2" 8 0.255722966888853
"718" 1822 "ATN1" 78 0.0654108325637981
"719" 1826 "DSCAM" 31 0.149605229077487
"720" 1827 "RCAN1" 95 0.103975023312659
"721" 1831 "TSC22D3" 57 0.0189684884103021
"722" 1836 "SLC26A2" 47 0.0709556615432454
"723" 1837 "DTNA" 53 0.0154030919906267
"724" 1838 "DTNB" 32 0.469618261878844
"725" 1839 "HBEGF" 163 0.0405388339075432
"726" 1840 "DTX1" 23 0.0407895938230937
"727" 1841 "DTYMK" 21 0.406282113839077
"728" 1842 "ECM2" 10 0.0348639087693366
"729" 1843 "DUSP1" 173 0.057047047456771
"730" 1845 "DUSP3" 42 0.303596362594355
"731" 1847 "DUSP5" 27 0.0489763567581654
"732" 1848 "DUSP6" 84 0.0807920071432384
"733" 1849 "DUSP7" 20 0.145291024305505
"734" 1850 "DUSP8" 12 0.608980429322079
"735" 1854 "DUT" 46 0.128815951131248
"736" 1855 "DVL1" 99 0.0619448010236403
"737" 1856 "DVL2" 98 0.0790993764726925
"738" 1857 "DVL3" 68 0.054316752183439
"739" 1859 "DYRK1A" 143 0.141831572527555
"740" 1861 "TOR1A" 174 0.16172649886594
"741" 1869 "E2F1" 621 0.0811856154848836
"742" 1871 "E2F3" 121 0.0213497368867693
"743" 1874 "E2F4" 118 0.124843885548197
"744" 1875 "E2F5" 42 0.111951166389908
"745" 1877 "E4F1" 27 0.0803081115609607
"746" 1889 "ECE1" 115 0.103026434792783
"747" 1890 "TYMP" 155 0.148947471705987
"748" 1891 "ECH1" 35 0.0750009707435739
"749" 1892 "ECHS1" 46 0.115996012011761
"750" 1893 "ECM1" 65 0.0596413157142159
"751" 1894 "ECT2" 79 0.127282649043772
"752" 1901 "S1PR1" 149 0.0372572833531906
"753" 1902 "LPAR1" 73 0.0590733342259186
"754" 1903 "S1PR3" 67 0.0813457754268646
"755" 1906 "EDN1" 716 0.00127703748062437
"756" 1909 "EDNRA" 184 0.0455618412573864
"757" 1910 "EDNRB" 195 0.0292534083535376
"758" 1911 "PHC1" 32 0.0632390543576394
"759" 1912 "PHC2" 41 0.155386838640896
"760" 1915 "EEF1A1" 239 0.128461103816146
"761" 1917 "EEF1A2" 88 0.637825758230817
"762" 1933 "EEF1B2" 67 0.0783815161606791
"763" 1936 "EEF1D" 92 0.126755766833614
"764" 1937 "EEF1G" 85 0.0888693002503044
"765" 1938 "EEF2" 128 0.0770402292943403
"766" 1939 "LGTN" 18 0.15484424974995
"767" 1942 "EFNA1" 77 0.126098853454965
"768" 1944 "EFNA3" 31 0.210212373625988
"769" 1947 "EFNB1" 82 0.0737084511912527
"770" 1948 "EFNB2" 109 0.0961684532791396
"771" 1949 "EFNB3" 32 0.0441051913133244
"772" 1951 "CELSR3" 20 0.146215405538505
"773" 1952 "CELSR2" 50 0.184181979312446
"774" 1954 "MEGF8" 15 0.0553780448475762
"775" 1955 "MEGF9" 7 0.0756559111927471
"776" 1956 "EGFR" 4149 0.0232268256909244
"777" 1958 "EGR1" 364 0.00934726522171429
"778" 1959 "EGR2" 90 0.00658312079064565
"779" 1960 "EGR3" 39 0.101937917964706
"780" 1964 "EIF1AX" 36 0.0201321612257558
"781" 1965 "EIF2S1" 198 0.0357954256248019
"782" 1967 "EIF2B1" 46 0.152727103543272
"783" 1968 "EIF2S3" 48 0.0233772169115352
"784" 1973 "EIF4A1" 109 0.146037186375411
"785" 1974 "EIF4A2" 50 0.254207000806738
"786" 1975 "EIF4B" 77 0.105202961172406
"787" 1977 "EIF4E" 300 0.0931944517083418
"788" 1978 "EIF4EBP1" 230 0.185013726719059
"789" 1979 "EIF4EBP2" 39 0.115800411105276
"790" 1981 "EIF4G1" 204 0.0366734360654758
"791" 1982 "EIF4G2" 66 0.0686524820673055
"792" 1983 "EIF5" 46 0.0339419061187378
"793" 1984 "EIF5A" 105 0.228508711338393
"794" 1992 "SERPINB1" 50 0.314412373230619
"795" 1993 "ELAVL2" 28 0.565265751567246
"796" 1994 "ELAVL1" 342 0.0435095640183914
"797" 1995 "ELAVL3" 14 0.148502793707549
"798" 1996 "ELAVL4" 49 0.271399414783641
"799" 1997 "ELF1" 38 0.0916022540872078
"800" 1998 "ELF2" 23 0.105435730515898
"801" 2002 "ELK1" 165 0.262592543151264
"802" 2004 "ELK3" 29 0.11298230115762
"803" 2006 "ELN" 230 0.0666764395654217
"804" 2009 "EML1" 19 0.026797335171625
"805" 2010 "EMD" 143 0.12369460630667
"806" 2011 "MARK2" 88 0.216839776955612
"807" 2012 "EMP1" 29 0.0990334456953926
"808" 2013 "EMP2" 36 0.0794001006464284
"809" 2014 "EMP3" 20 0.30373468527746
"810" 2017 "CTTN" 235 0.0223745266419898
"811" 2018 "EMX2" 36 0.0483850482890754
"812" 2021 "ENDOG" 40 0.133694646308055
"813" 2022 "ENG" 359 0.139056288332825
"814" 2023 "ENO1" 195 0.120144782200609
"815" 2026 "ENO2" 137 0.510641622335821
"816" 2029 "ENSA" 27 0.249613412641566
"817" 2030 "SLC29A1" 118 0.00617191382969155
"818" 2033 "EP300" 971 0.296165844234638
"819" 2034 "EPAS1" 366 0.0115754878529722
"820" 2035 "EPB41" 112 0.0465265007386098
"821" 2036 "EPB41L1" 46 0.697845314095191
"822" 2037 "EPB41L2" 49 0.0703119125256214
"823" 2039 "EPB49" 34 0.864725865598131
"824" 2040 "STOM" 83 0.0180788981791758
"825" 2043 "EPHA4" 62 0.302116557607259
"826" 2047 "EPHB1" 63 0.0792685771484629
"827" 2048 "EPHB2" 136 0.0137098658107762
"828" 2049 "EPHB3" 33 0.0206175229585643
"829" 2050 "EPHB4" 114 0.0960020433479483
"830" 2051 "EPHB6" 52 0.753770828657389
"831" 2052 "EPHX1" 349 0.0209019201720053
"832" 2053 "EPHX2" 113 0.031983895540309
"833" 2054 "STX2" 44 0.120390393434844
"834" 2055 "CLN8" 24 0.0883034263832532
"835" 2058 "EPRS" 73 0.0704879462374522
"836" 2059 "EPS8" 81 0.0880152005657463
"837" 2060 "EPS15" 127 0.14882671996994
"838" 2063 "NR2F6" 18 0.106921662187165
"839" 2064 "ERBB2" 2160 0.0683776293047176
"840" 2065 "ERBB3" 365 0.0191081418915635
"841" 2066 "ERBB4" 258 0.114581334635221
"842" 2067 "ERCC1" 560 0.176063956506668
"843" 2068 "ERCC2" 744 0.0270619266752301
"844" 2071 "ERCC3" 154 0.037486842999032
"845" 2073 "ERCC5" 219 0.103503819397709
"846" 2077 "ERF" 25 0.0812736935856893
"847" 2079 "ERH" 46 0.184036032581135
"848" 2091 "FBL" 103 0.104065202248413
"849" 2098 "ESD" 43 0.0527620882759075
"850" 2101 "ESRRA" 135 0.051120304026384
"851" 2107 "ETF1" 62 0.124435156150153
"852" 2108 "ETFA" 46 0.150962807804704
"853" 2109 "ETFB" 37 0.127540418676818
"854" 2113 "ETS1" 306 0.0385644995551092
"855" 2114 "ETS2" 104 0.212737693545038
"856" 2115 "ETV1" 80 0.0710050612112132
"857" 2118 "ETV4" 82 0.00884451282699017
"858" 2119 "ETV5" 63 0.0102649565339062
"859" 2120 "ETV6" 209 0.116190310714688
"860" 2121 "EVC" 27 0.066063694326972
"861" 2123 "EVI2A" 18 0.0763641242028393
"862" 2124 "EVI2B" 12 0.16026154332815
"863" 2130 "EWSR1" 234 0.0831351805294273
"864" 2132 "EXT2" 96 0.174365403024633
"865" 2134 "EXTL1" 12 0.347348259808664
"866" 2135 "EXTL2" 16 0.105520494101755
"867" 2137 "EXTL3" 26 0.0304180259580309
"868" 2138 "EYA1" 70 0.0831477282027422
"869" 2139 "EYA2" 38 0.0743983706366134
"870" 2145 "EZH1" 21 0.192137040003449
"871" 2146 "EZH2" 578 0.110758605888102
"872" 2149 "F2R" 345 0.0928157505569589
"873" 2152 "F3" 517 0.0863754175397451
"874" 2153 "F5" 1218 0.0207059117192184
"875" 2157 "F8" 539 0.0221967973024052
"876" 2162 "F13A1" 296 0.0806760870041235
"877" 2166 "FAAH" 122 0.122022671165027
"878" 2170 "FABP3" 112 0.363693364198014
"879" 2173 "FABP7" 57 0.133161381586216
"880" 2177 "FANCD2" 178 0.104112583399567
"881" 2180 "ACSL1" 37 0.082190252723317
"882" 2181 "ACSL3" 48 0.0301307561519069
"883" 2182 "ACSL4" 59 0.157448861405634
"884" 2184 "FAH" 48 0.178683949216027
"885" 2185 "PTK2B" 274 0.478774356736981
"886" 2186 "BPTF" 49 0.284126588792177
"887" 2189 "FANCG" 112 0.0942496153488371
"888" 2192 "FBLN1" 89 0.0530230125769287
"889" 2193 "FARSA" 50 0.0588835359575353
"890" 2194 "FASN" 245 0.168811022004435
"891" 2195 "FAT1" 56 0.0521758998622241
"892" 2197 "FAU" 38 0.218224142474204
"893" 2200 "FBN1" 325 0.0350920668988391
"894" 2201 "FBN2" 61 0.00721840031137309
"895" 2202 "EFEMP1" 114 0.0958232866310555
"896" 2207 "FCER1G" 49 0.298640538246316
"897" 2209 "FCGR1A" 122 0.203294921326454
"898" 2210 "FCGR1B" 14 0.12747101978701
"899" 2212 "FCGR2A" 418 0.214618925735856
"900" 2214 "FCGR3A" 353 0.221006438605678
"901" 2217 "FCGRT" 94 0.271902257862932
"902" 2218 "FKTN" 48 0.0937239608384814
"903" 2222 "FDFT1" 50 0.0613375469113983
"904" 2224 "FDPS" 61 0.053555177709888
"905" 2230 "FDX1" 32 0.193320828705791
"906" 2232 "FDXR" 28 0.0613579766086647
"907" 2235 "FECH" 96 0.0245042377210531
"908" 2237 "FEN1" 173 0.0619682358458906
"909" 2239 "GPC4" 34 0.042125099468293
"910" 2245 "FGD1" 43 0.0594169989986581
"911" 2246 "FGF1" 192 0.0278753748153782
"912" 2247 "FGF2" 635 0.0362516879835439
"913" 2256 "FGF11" 9 0.040021390799528
"914" 2257 "FGF12" 36 0.136537602061153
"915" 2258 "FGF13" 23 0.44271554509625
"916" 2259 "FGF14" 28 0.063203493460977
"917" 2260 "FGFR1" 427 0.0388438294054927
"918" 2261 "FGFR3" 418 0.00529920921943772
"919" 2263 "FGFR2" 488 0.0770521973061396
"920" 2271 "FH" 89 0.106881749437589
"921" 2273 "FHL1" 95 0.0245885555302183
"922" 2275 "FHL3" 45 0.229004897334315
"923" 2280 "FKBP1A" 128 0.181726877900993
"924" 2286 "FKBP2" 23 0.12937593321516
"925" 2287 "FKBP3" 33 0.105535704767184
"926" 2288 "FKBP4" 108 0.023134579508952
"927" 2289 "FKBP5" 188 0.067774155067504
"928" 2290 "FOXG1" 61 0.00960962579001532
"929" 2297 "FOXD1" 11 0.0854689537422127
"930" 2302 "FOXJ1" 20 0.0289820193761843
"931" 2305 "FOXM1" 275 0.0897791264859844
"932" 2308 "FOXO1" 410 0.0159859503418399
"933" 2309 "FOXO3" 412 0.151482355638242
"934" 2310 "FOXO3B" 5 0.252223738919596
"935" 2313 "FLI1" 128 0.0964922781913837
"936" 2314 "FLII" 54 0.120225876457746
"937" 2316 "FLNA" 350 0.11437506130637
"938" 2317 "FLNB" 99 0.0551870906120477
"939" 2318 "FLNC" 101 0.0482098904174458
"940" 2319 "FLOT2" 91 0.115313490335138
"941" 2321 "FLT1" 556 0.0245839778790711
"942" 2324 "FLT4" 208 0.0208543656736509
"943" 2332 "FMR1" 515 0.106426237578772
"944" 2334 "AFF2" 41 0.12546096119763
"945" 2335 "FN1" 568 0.0666438775010048
"946" 2339 "FNTA" 43 0.167674317729554
"947" 2342 "FNTB" 39 0.051939988987533
"948" 2346 "FOLH1" 155 0.12935816858659
"949" 2350 "FOLR2" 40 0.0930508054694347
"950" 2353 "FOS" 383 0.00821049183174818
"951" 2354 "FOSB" 47 0.00568985694312069
"952" 2355 "FOSL2" 46 0.0585113398338621
"953" 2356 "FPGS" 54 0.162707274201276
"954" 2357 "FPR1" 104 0.167673062746474
"955" 2475 "MTOR" 1329 0.0730542930565122
"956" 2483 "FRG1" 37 0.143177463748155
"957" 2487 "FRZB" 54 0.0616752730533128
"958" 2495 "FTH1" 138 0.116442047281988
"959" 2498 "FTHL3" 5 0.0548421928894297
"960" 2512 "FTL" 153 0.247395355883764
"961" 2517 "FUCA1" 60 0.138614446863155
"962" 2519 "FUCA2" 21 0.270116112768257
"963" 2521 "FUS" 303 0.0695487753476321
"964" 2530 "FUT8" 57 0.0489001569269006
"965" 2531 "KDSR" 21 0.0209585871556939
"966" 2533 "FYB" 52 0.132948099938003
"967" 2534 "FYN" 514 0.0609359592293187
"968" 2537 "IFI6" 25 0.0415194835075346
"969" 2539 "G6PD" 300 0.0987970963498984
"970" 2542 "SLC37A4" 52 0.129100797005241
"971" 2547 "XRCC6" 367 0.072514178741095
"972" 2548 "GAA" 144 0.104686631708564
"973" 2549 "GAB1" 140 0.0655470611289369
"974" 2550 "GABBR1" 119 0.190132068271687
"975" 2551 "GABPA" 66 0.087810410128866
"976" 2554 "GABRA1" 114 0.882979688234858
"977" 2556 "GABRA3" 44 0.179000331015424
"978" 2561 "GABRB2" 83 0.810510533209494
"979" 2562 "GABRB3" 102 0.452829094908081
"980" 2563 "GABRD" 21 0.540225994737611
"981" 2565 "GABRG1" 22 0.0847152842085829
"982" 2566 "GABRG2" 123 0.696723462109681
"983" 2571 "GAD1" 111 0.32886853513989
"984" 2580 "GAK" 56 0.057952962886263
"985" 2581 "GALC" 52 0.0388771497841712
"986" 2582 "GALE" 41 0.176330135265743
"987" 2583 "B4GALNT1" 20 0.00269039169128625
"988" 2584 "GALK1" 45 0.162619984272152
"989" 2588 "GALNS" 61 0.141806739999809
"990" 2589 "GALNT1" 43 0.122349310480239
"991" 2590 "GALNT2" 71 0.136902543022279
"992" 2592 "GALT" 107 0.0295279963169849
"993" 2593 "GAMT" 29 0.177065678365914
"994" 2596 "GAP43" 58 0.0704658196859509
"995" 2597 "GAPDH" 313 0.145309317609799
"996" 2615 "LRRC32" 29 0.0714340440920435
"997" 2617 "GARS" 65 0.0584498396800276
"998" 2618 "GART" 50 0.106864056445351
"999" 2619 "GAS1" 35 0.044714238244318
"1000" 2621 "GAS6" 128 0.0784664616685369
"1001" 2622 "GAS8" 15 0.0566208752355246
"1002" 2628 "GATM" 39 0.0852567203016222
"1003" 2629 "GBA" 309 0.00884122997954355
"1004" 2630 "GBAP1" 15 0.0718131467848541
"1005" 2631 "GBAS" 31 0.0152805333757038
"1006" 2632 "GBE1" 48 0.11705947857245
"1007" 2633 "GBP1" 57 0.0643014876041707
"1008" 2634 "GBP2" 26 0.0493844922675786
"1009" 2635 "GBP3" 10 0.0856950237892524
"1010" 2639 "GCDH" 55 0.0378875280868968
"1011" 2647 "BLOC1S1" 35 0.281589027780998
"1012" 2648 "KAT2A" 128 0.0693001659115274
"1013" 2651 "GCNT2" 26 0.0345315772251571
"1014" 2657 "GDF1" 17 0.0411008993983914
"1015" 2660 "MSTN" 132 0.0110362222023987
"1016" 2664 "GDI1" 72 0.227437755262396
"1017" 2665 "GDI2" 48 0.032950280982174
"1018" 2669 "GEM" 26 0.0488377273472637
"1019" 2670 "GFAP" 209 0.0218977000404066
"1020" 2671 "GFER" 80 0.119192255370919
"1021" 2673 "GFPT1" 53 0.0738672478416342
"1022" 2674 "GFRA1" 68 0.0811281142765215
"1023" 2675 "GFRA2" 29 0.0519016465536461
"1024" 2677 "GGCX" 89 0.154368750946433
"1025" 2681 "GGTA1" 10 0.0412632208686941
"1026" 2683 "B4GALT1" 78 0.0824553213924854
"1027" 2686 "GGT7" 15 0.0950758510007165
"1028" 2687 "GGT5" 18 0.0542736151790845
"1029" 2697 "GJA1" 445 0.0173688098633408
"1030" 2705 "GJB1" 193 0.132308260990048
"1031" 2717 "GLA" 160 0.413631036177264
"1032" 2720 "GLB1" 111 0.262184090667935
"1033" 2729 "GCLC" 98 0.0697071399108977
"1034" 2730 "GCLM" 76 0.0862073622259669
"1035" 2731 "GLDC" 37 0.0492791318508942
"1036" 2733 "GLE1" 32 0.0929569961216839
"1037" 2734 "GLG1" 37 0.0538625514347751
"1038" 2736 "GLI2" 112 0.0345222463336494
"1039" 2737 "GLI3" 128 0.0443040018343272
"1040" 2739 "GLO1" 110 0.152457390872784
"1041" 2743 "GLRB" 40 0.399015237176437
"1042" 2744 "GLS" 76 0.683685498057044
"1043" 2745 "GLRX" 73 0.273499222701679
"1044" 2746 "GLUD1" 136 0.10157826539144
"1045" 2747 "GLUD2" 45 0.0982675133232121
"1046" 2752 "GLUL" 85 0.0317419021117968
"1047" 2760 "GM2A" 50 0.0358191377394064
"1048" 2764 "GMFB" 18 0.04465632754081
"1049" 2766 "GMPR" 27 0.0266279610146058
"1050" 2767 "GNA11" 97 0.10924206193334
"1051" 2768 "GNA12" 97 0.0453441313827235
"1052" 2770 "GNAI1" 162 0.129565466549254
"1053" 2771 "GNAI2" 149 0.151106617856934
"1054" 2773 "GNAI3" 116 0.254898928818948
"1055" 2774 "GNAL" 41 0.300484523400497
"1056" 2775 "GNAO1" 89 0.357447618061201
"1057" 2776 "GNAQ" 217 0.207876146954415
"1058" 2778 "GNAS" 432 0.0121170387978007
"1059" 2781 "GNAZ" 47 0.241172350855167
"1060" 2782 "GNB1" 136 0.0860739726205862
"1061" 2783 "GNB2" 89 0.223414668178118
"1062" 2785 "GNG3" 24 0.677382873898413
"1063" 2786 "GNG4" 21 0.0852167116481285
"1064" 2787 "GNG5" 30 0.439367021381463
"1065" 2788 "GNG7" 27 0.0324835386131789
"1066" 2790 "GNG10" 15 0.248680959239577
"1067" 2791 "GNG11" 20 0.135490908806706
"1068" 2794 "GNL1" 20 0.0611286799954367
"1069" 2799 "GNS" 27 0.029289167119052
"1070" 2800 "GOLGA1" 22 0.0718233631947288
"1071" 2801 "GOLGA2" 98 0.0997874109073685
"1072" 2802 "GOLGA3" 46 0.0949529413446244
"1073" 2803 "GOLGA4" 35 0.160838291025644
"1074" 2804 "GOLGB1" 47 0.14601963484196
"1075" 2805 "GOT1" 59 0.847357784831388
"1076" 2806 "GOT2" 53 0.194870525477349
"1077" 2817 "GPC1" 47 0.09394458672894
"1078" 2819 "GPD1" 26 0.0162052164529832
"1079" 2820 "GPD2" 32 0.0575615991979156
"1080" 2821 "GPI" 98 0.107732075736909
"1081" 2823 "GPM6A" 30 0.102881278401685
"1082" 2824 "GPM6B" 28 0.0628117240093038
"1083" 2840 "GPR17" 22 0.0256202639586955
"1084" 2847 "MCHR1" 43 0.0203215168242496
"1085" 2852 "GPER" 170 0.0125581397862728
"1086" 2857 "GPR34" 16 0.117584529932608
"1087" 2861 "GPR37" 32 0.069274669416589
"1088" 2870 "GRK6" 60 0.0436989338547761
"1089" 2872 "MKNK2" 33 0.0420017853551595
"1090" 2873 "GPS1" 68 0.159705774178874
"1091" 2874 "GPS2" 48 0.0985064949621086
"1092" 2876 "GPX1" 277 0.289329398590225
"1093" 2878 "GPX3" 84 0.00414431305718688
"1094" 2879 "GPX4" 96 0.303732293069246
"1095" 2882 "GPX7" 26 0.270561906760878
"1096" 2885 "GRB2" 723 0.0153645447145369
"1097" 2887 "GRB10" 88 0.0569795596559568
"1098" 2889 "RAPGEF1" 81 0.0964719765570526
"1099" 2890 "GRIA1" 112 0.0673523311954049
"1100" 2891 "GRIA2" 105 0.210436340449749
"1101" 2892 "GRIA3" 63 0.1428478350925
"1102" 2893 "GRIA4" 54 0.151429631719917
"1103" 2894 "GRID1" 23 0.174160071018189
"1104" 2895 "GRID2" 27 0.11091898535177
"1105" 2896 "GRN" 333 0.206876880631701
"1106" 2897 "GRIK1" 56 0.033736684275177
"1107" 2898 "GRIK2" 86 0.104508745643626
"1108" 2899 "GRIK3" 33 0.0345472265869929
"1109" 2900 "GRIK4" 29 0.138323052567744
"1110" 2901 "GRIK5" 20 0.0185193943602852
"1111" 2902 "GRIN1" 192 0.899798553136063
"1112" 2903 "GRIN2A" 191 0.562728482484414
"1113" 2905 "GRIN2C" 82 0.0611672081033097
"1114" 2906 "GRIN2D" 70 0.0280158729179147
"1115" 2907 "GRINA" 39 0.0340624059827994
"1116" 2908 "NR3C1" 904 0.0956608893644595
"1117" 2909 "GRLF1" 56 0.13853803884492
"1118" 2913 "GRM3" 87 0.313027843517003
"1119" 2915 "GRM5" 88 0.347516450489091
"1120" 2923 "PDIA3" 176 0.112656788127068
"1121" 2926 "GRSF1" 21 0.0368253559772527
