fromNode	toNode	weight	direction	fromAltName	toAltName
PARP14|54625	GBP4|115361	0.114019625762324	undirected	NA	NA
PARP14|54625	XAF1|54739	0.127062567772614	undirected	NA	NA
PARP14|54625	SP100|6672	0.0755542853226912	undirected	NA	NA
PARP14|54625	BATF2|116071	0.0721207409035469	undirected	NA	NA
PARP14|54625	IFI35|3430	0.0699437646251451	undirected	NA	NA
PARP14|54625	APOL2|23780	0.0761281793532636	undirected	NA	NA
PARP14|54625	IFIT3|3437	0.147816490453384	undirected	NA	NA
PARP14|54625	SAMD9L|219285	0.0944744282565995	undirected	NA	NA
PARP14|54625	CXCL10|3627	0.0797348935804197	undirected	NA	NA
PARP14|54625	IRF7|3665	0.0627646173059	undirected	NA	NA
PARP14|54625	IFIH1|64135	0.104065904434777	undirected	NA	NA
PARP14|54625	MX2|4600	0.0663514524055654	undirected	NA	NA
PARP14|54625	NMI|9111	0.0669163661796723	undirected	NA	NA
PARP14|54625	IFIT1|3434	0.0688374433451112	undirected	NA	NA
PARP14|54625	IFIT5|24138	0.101802264112554	undirected	NA	NA
PARP14|54625	JAK2|3717	0.0691195364613497	undirected	NA	NA
PARP14|54625	HERC6|55008	0.0986003941727505	undirected	NA	NA
PARP14|54625	EIF2AK2|5610	0.069179217287436	undirected	NA	NA
PARP14|54625	ETV7|51513	0.107346886849157	undirected	NA	NA
PARP14|54625	IL15RA|3601	0.0797854808553205	undirected	NA	NA
PARP14|54625	CMPK2|129607	0.0971108835027816	undirected	NA	NA
PARP14|54625	SP110|3431	0.092407696860564	undirected	NA	NA
PARP14|54625	USP18|11274	0.111456539452394	undirected	NA	NA
PARP14|54625	IFIT2|3433	0.0910955327619587	undirected	NA	NA
PARP14|54625	IFI44|10561	0.11346922050843	undirected	NA	NA
PARP14|54625	IFI44L|10964	0.115699778190705	undirected	NA	NA
PARP14|54625	IDO1|3620	0.063718441805284	undirected	NA	NA
PARP14|54625	LAMP3|27074	0.070735506041591	undirected	NA	NA
NLRC5|84166	UBE2L6|9246	0.09853226370452	undirected	NA	NA
NLRC5|84166	PSMB9|5698	0.0760170472013692	undirected	NA	NA
NLRC5|84166	PARP9|83666	0.0874302867081184	undirected	NA	NA
NLRC5|84166	GBP1|2633	0.0773592819121633	undirected	NA	NA
NLRC5|84166	GBP4|115361	0.0703280245944695	undirected	NA	NA
NLRC5|84166	IFIT3|3437	0.0709324298105492	undirected	NA	NA
